member_id;age;gender;industry;country;is_team_account;n_colleagues_on_account;plan_tier;plan_days_per_week;membership_start;membership_end;last_badge_swipe;days_since_last_visit;total_visits;avg_weekly_visits;entitled_visits_last_period;actual_visits_last_period;meeting_room_hours;event_space_hours;guest_passes_issued;uses_meeting_rooms;uses_event_space;uses_guest_passes;uses_print;uses_mail_handling;uses_phone_booths;uses_day_passes;uses_storage;uses_bike_locker;n_renewals;lifetime_value
CW007339;44.0;Female;Information Technology;Portugal;False;0;full_time;5;2023-07-31;2023-10-15;2023-09-18;999;11;1.02;43.48;8;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW007340;37.0;Female;Information Technology;Portugal;False;0;flex;3;2021-06-26;2022-10-16;2022-10-14;2;174;2.56;26.09;26;13.0;0.0;0.0;True;False;False;1;False;True;False;False;False;0;3258.28
CW007341;41.0;;Finance;United Kingdom;False;0;Private Office;7;2023-12-28;1970-01-01;2023-12-28;4;3;5.19;3.99;3;0.1;0.0;0.0;True;False;False;0;False;False;False;False;False;5;86.38
CW007342;38.0;Female;Finance;Portugal;False;0;flex;3;2023-04-24;2023-07-18;2023-06-25;999;9;0.77;26.09;8;0.0;0.0;1.0;False;False;True;0;False;False;False;False;False;0;0
CW007343;44.0;Female;Consulting;Portugal;False;0;flex;3;2022-01-01;2023-05-13;2023-05-08;5;181;2.55;26.09;20;0.0;0.0;0.0;False;False;False;1;False;True;True;False;False;2;3718.8
CW007344;30.0;Male;Information Technology;Portugal;True;2;hot_desk;2;2021-04-05;2021-12-25;2021-12-19;6;71;1.89;17.39;17;0.0;0.0;;False;False;False;0;False;False;True;False;False;0;1301.18
CW007345;19.0;Female;Information Technology;IE;True;2;full_time;5;2021-10-04;2023-10-09;2023-09-21;18;433;4.13;43.48;35;99.9;0.0;0.0;True;False;False;1;False;False;False;False;False;2;8154.71
CW007346;52.0;Male;Information Technology;Portugal;False;0;flex;3;2023-09-16;2023-11-13;2023-09-16;58;8;0.96;24.87;9;0.0;0.6;0.0;False;True;False;0;False;False;False;False;False;0;370.24
CW007347;50.0;Female;Marketing & PR;Portugal;True;1;hot_desk;2;2022-04-29;2022-06-17;2022-06-04;13;0;0.84;14.09;6;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;242.99
CW007348;45.0;Female;Education;Portugal;False;0;flex;3;2022-10-14;2022-12-27;2022-10-14;74;5;0.48;26.09;5;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;437.63
CW007349;43.0;Female;Information Technology;Portugal;False;0;flex;3;2021-09-15;2022-03-30;2022-03-28;999;76;2.71;26.09;20;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW007350;30.0;Female;Marketing & PR;United Kingdom;True;4;full_time;5;2021-09-09;1970-01-01;2023-08-19;135;18;0.15;43.48;1;0.0;0.0;0.0;False;False;False;0;True;False;False;False;False;2;8179.7
CW007351;26.0;Female;Consulting;Portugal;False;0;hot_desk;2;2023-05-17;2023-09-17;2023-09-14;3;32;1.84;17.39;12;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;0;517.69
CW007352;39.0;Female;Marketing & PR;Portugal;True;2;hot_desk;2;2023-08-01;2023-10-22;2023-09-29;999;8;0.66;17.39;4;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;0;0
CW007353;31.0;Female;Consulting;Portugal;False;0;;5;2021-04-10;2023-03-14;2023-03-10;4;372;3.71;43.48;33;52.0;0.0;0.0;True;False;False;0;True;True;False;False;False;3;9277.17
CW007354;42.0;Female;RealEstate;Portugal;False;0;;5;2022-07-13;1970-01-01;2023-08-22;132;14;0.18;43.48;2;1.0;0.0;0.0;True;False;False;0;False;False;False;False;False;3;6177.36
CW007355;19.0;Female;Information Technology;Portugal;False;0;hot_desk;2;2021-10-20;1970-01-01;2023-12-27;5;168;1.47;17.39;13;0.0;0.0;12.0;False;False;True;0;False;False;False;False;False;2;0
CW007356;31.0;Female;Marketing & PR;Portugal;False;0;full_time;5;2023-01-22;2023-04-10;2023-01-23;77;20;1.79;43.48;14;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;717.45
CW007357;36.0;Female;Other;Netherlands;False;0;hot_desk;2;2021-03-21;2021-06-18;2021-05-17;32;10;0.81;17.39;7;0.0;0.0;0.0;False;False;False;0;False;True;True;False;False;0;468.74
CW007358;19.0;Male;Finance;portugal;True;1;hot_desk;2;2023-06-15;2023-08-08;2023-06-15;54;7;0.96;15.43;8;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;212.89
CW007359;43.0;Male;Unknown;Portugal;False;0;flex;3;2021-04-01;2022-07-01;2022-06-25;6;169;2.59;26.09;26;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;2695.44
CW007360;44.0;Female;Consulting;Portugal;False;0;hot_desk;2;2023-12-27;1970-01-01;2023-12-27;4;1;0.69;1.19;0;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;16.46
CW007361;27.0;Male;Consulting;Portugal;False;0;hot_desk;2;2022-08-09;2023-08-26;2023-08-21;5;45;0.83;17.39;7;109.4;14.6;106.0;True;True;True;0;False;False;True;False;False;3;5441.25
CW007362;26.0;Other;Marketing & PR;Portugal;False;0;flex;3;2021-03-12;2021-05-07;2021-03-12;55;7;0.86;23.59;6;0.0;0.8;0.0;False;True;False;0;False;False;True;False;False;0;415.8
CW007363;37.0;Male;Information Technology;Spain;False;-1;full_time;5;2021-02-20;1970-01-01;2020-11-30;99;17;0.11;43.48;1;0.0;0.0;0.0;False;False;False;0;True;False;False;True;False;2;10984.17
CW007364;38.0;;Education;Portugal;True;1;hot_desk;2;28/01/2023;29/04/2023;26/04/2023;3;26;1.96;17.39;15;0.0;0.0;0.0;False;False;False;0;True;True;False;False;False;1;435
CW007365;27.0;Other;Marketing & PR;United Kingdom;False;0;flex;3;2022-08-04;2022-09-04;2022-08-04;31;6;1.25;13.26;6;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;213.56
CW007366;38.0;Male;Finance;Portugal;False;0;flex;3;2021-01-01;1970-01-01;2023-07-28;157;37;0.24;26.09;2;8.0;0.0;0.0;True;False;False;0;False;False;False;False;False;2;6571.56
CW007367;56.0;Female;Unknown;Portugal;False;0;flex;3;2021-12-01;2023-05-06;2023-05-01;5;168;2.26;26.09;21;0.0;0.0;0.0;False;False;False;1;True;False;False;False;False;1;3474.11
CW007368;49.0;Male;Finance;Portugal;False;0;full_time;5;2021-01-01;1970-01-01;2023-05-18;228;32;0.2;43.48;2;0.0;0.0;3.0;False;False;True;0;True;False;False;True;False;3;11557.11
CW007369;37.0;Male;Information technology;Portugal;False;0;dedicated_desk;5;2021-04-22;2023-11-08;2023-11-07;1;621;4.67;43.48;43;102.8;0.0;;True;False;False;0;True;True;False;False;False;0;12700.53
CW007370;31.0;Female;Real Estate;United Kingdom;False;0;full_time;5;2021-01-01;1970-01-01;2023-12-22;10;584;3.73;43.48;28;0.0;89.9;0.0;False;True;False;1;True;False;False;False;False;1;14946.03
CW007371;41.0;Female;Marketing & PR;Portugal;False;0;hot_desk;2;2023-08-04;2023-09-18;2023-08-04;45;7;1.09;12.88;7;;0.0;0.0;False;False;False;1;False;False;False;False;False;0;189.53
CW007372;27.0;Female;Marketing & PR;United Kingdom;True;3;hot_desk;2;2022-05-30;2022-07-28;2022-06-03;55;4;0.53;16.7;3;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;230.47
CW007373;29.0;Female;Consulting;Portugal;False;0;hot_desk;2;2022-01-15;2022-03-22;2022-02-05;999;6;0.6;17.39;5;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW007374;26.0;Male;Legal;Portugal;False;0;hot_desk;2;2023-12-19;1970-01-01;2023-12-19;12;2;0.97;3.54;2;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;48.86
CW007375;45.0;Female;Information Technology;Portugal;True;2;hot_desk;2;2021-10-23;2021-12-27;2021-12-01;26;7;0.81;17.39;7;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;252.97
CW007376;41.0;Male;Education;United Kingdom;False;0;hot_desk;2;2022-06-23;2022-08-23;2022-08-14;9;6;0.64;17.39;5;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;242.11
CW007377;41.0;Male;Marketing & PR;Portugal;False;0;flex;3;18/07/2021;01/11/2022;29/10/2022;3;86;1.28;26.09;11;140.7;0.0;49.0;True;False;True;1;False;True;False;False;False;1;5486.45
CW007378;41.0;Female;Other;Portugal;False;0;hot_desk;2;2021-04-02;2021-06-18;2021-04-02;77;8;0.69;17.39;6;;0.0;0.0;False;False;False;0;False;False;False;False;False;0;305.47
CW007379;43.0;Male;Marketing & PR;Portugal;True;1;flex;3;2022-01-19;2022-10-12;2022-10-07;5;93;2.46;26.09;22;0.0;0.0;0.0;False;False;False;1;False;True;False;False;False;3;1730.44
CW007380;20.0;Male;Legal;Portugal;False;0;dedicated_desk;5;24/01/2022;1970-01-01;28/04/2023;248;21;0.21;43.48;2;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;2;8354.13
CW015399;34.0;Female;Information Technology;Portugal;False;0;full_time;5;2021-09-20;2021-06-25;2023-07-15;8;307;3.17;43.48;25;;0.0;10.0;True;False;True;1;False;False;False;False;False;3;
CW007381;30.0;Female;Real Estate;;True;3;hot_desk;2;2021-05-13;2021-08-09;2021-06-18;52;7;0.55;17.39;7;0.0;0.0;1.0;False;False;True;0;False;False;False;False;False;0;364
CW007382;55.0;Male;Design & Creative;Other (Europe);False;0;hot_desk;2;2021-03-27;2021-06-02;2021-04-24;39;7;0.69;17.39;7;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;262.86
CW007383;;Female;information technology;Spain;True;2;;7;2021-01-23;2023-07-01;2023-06-29;2;664;5.22;60.87;44;138.0;0.0;0.0;True;False;False;1;False;False;False;True;False;3;21611.08
CW007384;;Female;Consulting;Portugal;False;0;private_office;7;2021-01-04;2023-12-20;2023-12-14;6;107;0.69;60.87;5;0.0;0.0;0.0;False;False;False;0;True;True;False;False;False;4;
CW007385;36.0;Female;Design & Creative;Portugal;True;3;hot_desk;2;2021-01-01;1970-01-01;2023-12-30;2;302;1.93;17.39;17;17.7;0.0;0.0;True;False;False;1;False;True;True;False;False;3;6256.26
CW007386;30.0;Female;Marketing & PR;Portugal;False;0;full_time;5;2021-01-01;1970-01-01;2023-08-13;141;76;0.48;43.48;5;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;3;10360.9
CW007387;36.0;Male;Other;Portugal;True;1;hot_desk;2;2022-12-25;2023-03-11;2022-12-25;999;7;0.61;17.39;5;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;0
CW007388;30.0;Female;Design & Creative;Portugal;False;0;flex;3;2021-01-05;2023-11-05;2023-11-04;1;399;2.7;26.09;23;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW007389;;Male;Design & Creative;Portugal;False;0;flex;3;2022-12-29;2023-12-27;2023-12-18;9;118;2.28;26.09;19;14.9;0.0;0.0;True;False;False;0;False;False;True;False;False;1;2682.56
CW007390;32.0;Female;Marketing & PR;Portugal;True;2;Hot Desk;2;2021-05-06;2021-07-23;2021-07-07;16;6;0.53;17.39;4;0.0;1.0;0.0;False;True;False;0;False;False;True;False;False;0;432.46
CW015383;21.0;Male;Marketing & PR;Netherlands;False;0;;7;2021-11-11;1970-01-01;2023-12-25;12;88;0.79;60.87;5;0.0;0.0;0.0;False;False;False;0;True;True;False;False;False;0;0
CW007391;23.0;Male;Marketing & PR;Portugal;False;-1;hot_desk;2;2022-01-24;2022-04-19;2022-03-13;999;3;0.23;17.39;2;0.0;0.0;;False;False;False;1;False;False;True;False;False;0;0
CW007392;31.0;Female;information technology;Portugal;False;0;flex;3;2023-03-22;2023-05-12;2023-05-08;4;5;0.72;22.07;5;0.0;0.0;0.0;False;False;True;0;False;True;False;False;False;0;321.43
CW007393;31.0;Female;Real Estate;Portugal;False;0;hot_desk;2;2022-06-02;2022-07-17;2022-06-02;45;7;10.7;12.74;8;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;175.86
CW007394;;Male;Unknown;Portugal;False;0;flex;3;2022-07-01;2022-09-30;2022-07-01;91;12;0.92;26.09;8;0.0;0.0;0.0;False;False;False;1;False;False;True;False;False;0;653.15
CW007395;25.0;Female;Other;Portugal;False;0;dedicated_desk;5;2022-03-17;1970-01-01;2023-07-23;162;9;0.09;43.48;1;0.0;0.0;0.0;False;False;False;0;True;False;False;False;False;6;-7848.17
CW007396;44.0;Female;Health;Germany;False;0;full_time;5;2022-05-22;1970-01-01;2023-02-19;316;21;0.25;43.48;2;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;2;5411.44
CW007397;26.0;Female;Design & Creative;Portugal;True;1;full_time;5;2022-06-29;2022-08-06;2022-07-13;24;8;1.5;27.32;7;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;0;364.44
CW007398;34.0;Female;Information Technology;Spain;True;2;flex;3;2021-09-03;2023-01-26;2023-01-14;12;143;1.96;26.09;16;14.7;0.0;0.0;True;False;False;1;False;False;True;False;False;0;3830.14
CW007399;35.0;Other;Design & Creative;Portugal;True;3;HOT_DESK;2;2023-03-27;2023-05-26;2023-05-11;15;4;0.5;17.17;4;0.0;0.0;0.0;False;False;False;0;False;True;True;False;False;0;315.94
CW007400;46.0;Other;Design & Creative;Portugal;False;0;private_office;7;2021-02-20;2023-08-16;2023-07-24;23;118;0.91;60.87;6;10.5;32.5;0.0;True;True;False;0;True;True;False;True;False;3;22452.09
CW007401;31.0;Female;Marketing & PR;Portucal;False;0;flex;3;2021-01-30;2023-02-03;2023-02-02;999;121;1.15;26.09;8;117.8;0.0;103.0;True;False;True;1;True;False;False;False;False;0;0
CW007402;28.0;Male;Marketing & PR;Portugal;False;0;full_time;5;2022-08-20;2022-10-11;2022-08-20;51;14;1.88;36.78;12;0.0;0.0;3.0;False;False;True;0;False;False;True;False;False;0;569.49
CW007403;40.0;Male;Information Technology;Spain;False;0;full_time;5;2022-02-13;2022-12-09;2022-12-05;4;147;3.44;43.48;31;6.7;0.0;0.0;True;False;False;1;True;False;True;False;False;4;3348.52
CW007404;;Female;Information Technology;Portugal;False;0;dedicated_desk;5;2021-03-26;1970-01-01;2023-04-04;272;30;0.21;43.48;2;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;11620.59
CW007405;;Male;Health;Portugal;False;0;hot_desk;2;2021-08-17;2021-10-09;2021-09-17;22;5;0.68;15.04;5;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;0;221.33
CW007406;45.0;Female;Marketing & PR;Portugal;False;0;flex;3;2021-03-28;2023-03-07;2023-02-17;18;196;1.94;26.09;18;39.0;0.0;0.0;True;False;False;0;False;False;False;False;False;3;4663.57
CW007407;42.0;Male;Information Technology;Portugal;False;0;flex;3;2021-05-05;2022-12-19;2022-12-16;3;178;2.1;26.09;15;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;1;3702.6
CW007408;47.0;Male;Information Technology;Deutschland;False;0;flex;3;2023-12-15;1970-01-01;2023-12-30;2;5;1.97;6.91;5;0.7;0.0;2.0;True;False;True;0;False;False;False;True;False;3;146.95
CW007409;25.0;Female;Design & Creative;Portugal;False;0;hot_desk;2;2022-06-17;2022-10-28;2022-10-27;1;37;1.97;17.39;17;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;1;522.71
CW007410;42.0;Female;Marketing & PR;Portugal;False;0;dedicated_desk;5;2022-01-24;1970-01-01;2023-03-26;281;47;0.47;43.48;4;0.0;2.0;0.0;False;True;False;0;True;False;False;False;False;2;8563
CW007411;39.0;Male;Consulting;Portugal;False;0;full_time;5;2023-07-19;2023-09-26;2023-07-19;69;14;1.43;43.48;12;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;637.2
CW007412;19.0;Male;Legal;Spain;False;0;dedicated_desk;5;2021-05-07;2023-12-15;2023-12-12;3;528;3.88;43.48;35;0.0;0.0;24.0;False;False;True;1;False;False;False;False;False;2;11559.37
CW007413;28.0;Female;Consulting;Portugal;False;0;flex;3;2021-04-27;2022-01-30;2022-01-24;6;78;1.96;26.09;18;0.0;0.0;0.0;False;False;False;1;True;False;False;False;False;2;1853.86
CW007414;48.0;Female;design & creative;Germany;False;0;flex;3;2023-08-04;2023-10-11;2023-08-28;44;11;1.16;26.09;9;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;401.26
CW007415;25.0;Female;Other;portugal;False;0;flex;3;2023-05-02;2023-07-10;2023-06-12;28;12;1.25;26.09;12;1.8;0.0;0.0;True;False;False;0;False;False;True;False;False;0;499.77
CW007416;34.0;Female;Information Technology;Portugal;False;0;hot_desk;2;2023-01-15;2023-02-24;2023-02-07;17;2;0.33;11.55;2;1.2;0.0;;True;False;False;0;False;False;False;False;False;0;173.84
CW007417;42.0;Male;Finance;Portugal;False;0;hot_desk;2;2021-01-11;2021-03-24;2021-01-24;59;5;0.51;17.39;4;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;283.32
CW007418;56.0;Female;Information Technology;Portugal;True;1;dedicated_desk;5;2021-05-04;2023-03-15;2023-03-11;4;387;3.98;43.48;29;92.9;0.0;0.0;True;False;False;1;False;True;False;False;False;2;9342.89
CW007419;34.0;Female;Marketing & PR;Portugal;True;2;flex;3;2022-02-19;2023-02-28;2023-02-24;4;116;2.18;26.09;19;0.0;0.0;0.0;False;False;False;1;True;False;False;False;False;1;2491.92
CW007420;32.0;Female;Tech;Portugal;False;0;hot_desk;2;2023-05-14;2023-08-08;2023-07-16;23;7;0.61;17.39;5;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;420.77
CW007421;48.0;;Finance;Germany;False;0;flex;3;2022-04-10;2022-06-27;2022-05-06;52;15;1.32;26.09;12;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;463.52
CW007422;29.0;Male;Marketing & PR;United Kingdom;False;0;FLEX;3;2021-09-28;2023-10-21;2023-09-27;24;227;2.11;26.09;15;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;1;4455.01
CW007423;35.0;Female;Marketing & PR;France;False;0;full_time;5;2021-11-05;1970-01-01;2023-09-28;95;4;0.04;43.48;0;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;1;7232.28
CW007424;21.0;Female;Design & Creative;Portugal;False;0;hotdesk;2;2023-12-29;1970-01-01;2023-12-29;3;1;0.9;0.87;0;;0.0;;False;False;False;0;False;False;False;False;False;0;12
CW007425;32.0;M;Information Technology;Portugal;False;0;full_time;5;2021-06-08;2023-08-18;2023-08-15;3;523;4.57;43.48;43;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;5;7581.78
CW007426;49.0;Male;Legal;Germany;False;0;flex;3;2022-09-14;1970-01-01;2023-05-20;999;6;0.08;26.09;1;0.0;1.3;0.0;False;True;False;0;False;False;False;False;False;2;0
CW007427;25.0;Male;Design & Creative;Portugal;True;1;hot_desk;2;2021-02-03;2021-05-31;2021-05-15;16;32;1.92;17.39;17;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;0;494.85
CW007428;48.0;Male;Design/Creative;Portugal;False;0;hot_desk;2;2021-09-01;2023-06-06;2023-05-23;14;169;1.85;17.39;16;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;1;
CW007429;31.0;Male;marketing & pr;United Kingdom;False;0;private_office;7;2021-01-07;2023-09-21;2023-09-07;14;87;0.62;60.87;5;0.0;0.0;0.0;False;False;False;1;True;True;False;True;False;6;22,953.24
CW007430;;Male;Information Technology;Portugal;False;0;flex;3;2023-06-09;2023-12-02;2023-11-28;4;68;2.7;26.09;24;0.0;1.5;0.0;False;True;False;0;False;False;False;False;False;1;1104.9
CW007431;38.0;M;Finance;Netherlands;False;0;private_office;7;01/01/2021;1970-01-01;07/12/2023;999;79;0.51;60.87;4;0.0;0.0;31.0;False;False;True;0;True;True;False;False;False;4;0
CW007432;25.0;Female;Design & Creative;Portugal;False;0;hot_desk;2;2021-09-20;2022-06-27;2022-06-25;2;76;1.9;17.39;17;0.0;0.0;0.0;False;False;False;1;True;True;False;False;False;3;1407.57
CW007433;30.0;Female;Education;Portugal;False;0;flex;3;2021-06-26;2023-02-07;2023-02-02;5;221;2.62;26.09;19;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;4075.87
CW007434;28.0;Female;Consulting;portugal;False;0;flex;3;2021-10-05;2022-09-01;2022-08-29;3;124;2.62;26.09;26;0.0;1.2;0.0;False;True;False;1;True;False;False;False;False;2;2262.26
CW007435;44.0;Female;Real Estate;Portugal;False;0;flex;3;2023-11-07;1970-01-01;2023-12-28;4;18;2.33;23.53;20;0.0;0.0;3.0;False;False;True;1;False;False;False;False;False;1;384.15
CW007436;33.0;Female;Consulting;Germany;False;0;flex;3;2021-01-27;2021-08-27;2021-08-25;2;61;2.0;26.09;13;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;1468.27
CW007437;50.0;Other;EDUCATION;Portugal;False;0;flex;3;2022-04-13;2023-07-01;2023-06-25;6;117;1.85;26.09;19;31.3;0.0;45.0;True;False;True;0;False;False;False;True;False;1;4038.54
CW007438;28.0;Male;Information Technology;Portugal;True;2;full_time;5;2023-03-10;2023-04-29;2023-04-06;999;10;1.35;36.15;9;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW007439;32.0;Female;Information Technology;Portugal;False;0;Dedicated Desk;5;2021-01-20;2022-11-13;2022-11-11;2;411;4.34;43.48;35;367.2;0.0;0.0;True;True;False;1;False;False;False;True;False;0;
CW007440;40.0;Male;Information Technology;Portugal;False;0;flex;3;2021-12-07;1970-01-01;2023-12-29;3;299;2.77;26.09;21;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;5202.26
CW007441;38.0;Female;Information Technology;Portugal;False;0;hot_desk;2;2021-09-29;2023-04-06;2023-03-31;6;143;1.81;17.39;14;0.0;0.0;;False;False;False;0;False;False;False;False;False;0;2186.19
CW007442;27.0;Male;Unknown;Portugal;False;0;flex;3;2021-04-24;2022-04-07;2022-03-28;10;125;2.51;26.09;18;7.7;0.0;22.0;True;False;True;1;False;True;False;False;False;0;2685.47
CW007443;51.0;Male;Marketing & PR;Portugal;False;0;full_time;5;2022-11-23;1970-01-01;2023-06-06;209;14;0.24;43.48;2;3.5;0.0;0.0;True;False;False;0;True;False;False;False;False;3;
CW007444;33.0;Female;Legal;Spain;False;0;full_time;5;2021-12-15;1970-01-01;2023-06-01;999;25;0.23;43.48;1;5.4;0.0;;True;False;False;0;False;False;False;False;False;3;0
CW007445;26.0;Female;Consulting;Portugal;False;0;full_time;5;2023-11-15;2024-01-01;2023-11-15;47;8;1.24;33.26;12;18.4;0.0;7.0;True;False;True;0;False;True;True;False;False;1;815.37
CW015412;34.0;Female;Consulting;Spain;True;6;flex;3;2021-09-07;2023-01-17;2023-01-02;15;174;2.46;26.09;20;0.0;0.0;0.0;False;False;False;0;True;True;False;False;False;0;3343.64
CW007446;38.0;Male;Information Technology;Portugal;False;0;flex;3;2022-12-05;2023-03-06;2023-02-15;19;35;2.7;26.09;26;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;0;57000
CW007447;44.0;Male;Marketing & PR;Portugal;False;0;flex;3;2022-08-11;2022-09-24;2022-08-11;43;5;0.78;18.54;4;0.0;0.0;;False;False;False;1;False;False;False;False;False;0;267.2
CW007448;22.0;Male;Consulting;Portugal;True;2;hot_desk;2;2023-10-18;2023-12-10;2023-10-18;54;4;0.59;15.31;5;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;264.04
CW007449;29.0;Male;Design & Creative;Portugal;False;0;hot_desk;2;2023-12-22;1970-01-01;2023-12-28;4;3;1.91;2.63;2;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;36.24 €
CW007450;43.0;M;Design & Creative;Portugal;True;2;hot_desk;2;2021-08-23;2021-10-09;2021-08-24;46;3;0.49;13.38;3;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;230.79
CW007451;37.0;Male;Real Estate;Portugal;False;0;hot_desk;2;2023-11-21;1970-01-01;2023-11-21;41;4;0.74;11.59;4;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;160
CW007452;38.0;Male;Information Technology;Portugal;True;4;flex;3;2021-01-07;2021-03-11;2021-01-07;63;8;0.89;26.09;6;1.0;0.0;0.0;True;False;False;0;False;False;False;False;False;0;385.48
CW007453;28.0;Male;Consulting;Portugal;True;1;flex;3;2021-03-13;2022-09-15;2022-09-14;1;154;1.95;26.09;12;0.0;0.0;14.0;False;False;True;0;False;False;False;False;False;1;3474.14
CW007454;37.0;Male;Design & Creative;Portugal;False;0;flex;3;2022-03-29;2022-08-27;2022-08-26;1;58;2.7;26.09;23;4.6;0.0;0.0;True;False;False;0;False;False;False;False;False;0;951.3
CW007455;38.0;Male;Health;;True;1;dedicated_desk;5;2022-07-16;1970-01-01;2023-08-12;999;13;0.16;43.48;2;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;1;0
CW007456;32.0;Female;Design & Creative;Other (Europe);False;0;flex;3;2021-02-09;2023-10-16;2023-10-15;1;409;2.92;26.09;23;0.0;0.0;0.0;False;False;False;1;False;False;False;True;False;0;6854.11
CW007457;54.0;Female;Education;Portugal;False;0;flex;3;2021-10-28;2021-12-17;2021-11-18;29;7;1.06;21.05;9;0.0;0.0;2.0;False;False;True;0;True;False;False;False;False;0;344.62
CW007458;24.0;Male;Design & Creative;Portugal;False;0;flex;3;2021-01-25;2022-10-11;2022-10-07;4;125;1.41;26.09;10;53.8;23.0;0.0;True;True;False;0;False;False;False;True;False;0;5881.74
CW007459;41.0;Male;Other;Portugal;False;0;hot_desk;2;2022-12-08;2023-02-16;2023-02-11;5;7;0.67;17.39;7;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;345.13
CW007460;45.0;Female;Marketing & PR;United Kingdom;False;0;full_time;5;2021-04-14;2021-09-26;2021-09-19;7;42;1.78;43.48;18;84.2;0.0;;True;False;False;0;True;True;False;False;False;1;2669.83
CW007461;38.0;Male;Information Technology;Other (Europe);False;0;flex;3;2022-02-05;2023-01-20;2023-01-14;6;109;2.19;26.09;22;0.0;0.0;0.0;False;False;False;1;False;True;False;False;False;2;2268.06
CW007462;49.0;Female;Information Technology;Spain;False;0;hot_desk;2;2022-06-16;2023-04-24;2023-04-19;5;83;1.86;17.39;17;;0.0;0.0;False;False;False;1;False;False;False;False;False;1;1313.79
CW007463;36.0;Male;education;Portugal;True;1;hot_desk;2;2022-06-06;2022-09-22;2022-09-21;1;30;1.95;17.39;17;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;1;425.25
CW007464;;Male;Other;Portugal;False;0;hot_desk;2;2022-05-20;2022-07-10;2022-06-24;16;7;0.89;14.69;7;0.0;0.0;0.0;False;False;False;1;True;False;False;False;False;0;241.58
CW007465;27.0;Male;Unknown;Portugal;False;0;full_time;5;2023-11-11;1970-01-01;2023-11-21;999;9;1.18;36.04;8;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;0
CW007466;34.0;Female;Design & Creative;Spain;False;0;hot_desk;2;12/07/2021;15/11/2021;11/11/2021;4;35;1.94;17.39;12;0.0;0.0;0.0;False;False;False;0;False;True;True;False;False;0;661.8
CW007467;24.0;Male;Other;Portugal;False;0;flex;3;2022-03-04;2022-11-02;2022-10-30;3;104;2.99;26.09;24;0.0;0.0;0.0;False;False;False;0;False;False;False;True;False;0;1639.29
